0.684838391382797,0.248513353167134,1.0,1
0.300377253518902,0.764780844708703,3.0,1
0.615772922764466,0.614227207195125,2.0,1
0.706173529946901,0.320230002003667,1.0,1
0.266227358330872,0.697069615051178,3.0,1
0.285642133138279,0.778406523133104,3.0,1
0.260794158268149,0.706847869506907,3.0,1
0.610429850859531,0.650470996126401,2.0,1
0.571579041656295,0.562949439624305,2.0,1
0.642303495763227,0.572798425760789,2.0,1
0.618509780775904,0.273281615720451,1.0,1
0.646738024465769,0.374303329758537,1.0,1
0.272801665588391,0.734691777412841,3.0,1
0.917480483667065,0.656210451119907,nan,1
0.296811200650124,0.719866935804449,3.0,1
0.65543079714738,0.547306713886204,2.0,1
0.57157597354426,0.571579289241923,2.0,1
0.321957496671444,0.742977836124467,3.0,1
0.657390233279905,0.358443135002793,1.0,1
0.546056208037008,0.603645230897963,2.0,1
0.421928685892544,0.134647833547966,nan,1
0.662092205996711,0.26081306538903,1.0,1
0.627473735489795,0.525016771374022,nan,1
0.591934907067676,0.522099548134052,2.0,1
0.645342804245558,0.317344868110523,1.0,1
0.291358808968718,0.746630289358399,3.0,1
0.637657036356738,0.255216716539814,1.0,1
0.658611042515412,0.29258114392066,1.0,1
0.656486835539232,0.628772904779781,2.0,1
0.317763414838836,0.693652003883249,3.0,1
0.623444098653197,0.531360325831716,2.0,1
0.64037677130718,0.282037932534637,1.0,1
0.679321198438573,0.261567276845362,1.0,1
0.283135649191475,0.728038935881911,3.0,1
0.284525263718244,0.726806747304711,3.0,1
0.677409709695928,0.271223367362215,1.0,1
0.21503447326715,0.728070021101047,3.0,1
0.630308058565694,0.272770594158442,1.0,1
0.595824701012889,0.570227088608958,2.0,1
0.691415925099207,0.301002104901807,1.0,1
0.6079145939738,0.579819222975292,2.0,1
0.598206052168855,0.57319717185201,2.0,1
0.613439287896907,0.584966504441396,2.0,1
0.608727498400709,0.540499791092464,2.0,1
0.288354715690924,0.731911447408604,3.0,1
0.605418241502433,0.566639072025768,2.0,1
0.258363979325912,0.714199650058026,3.0,1
0.672786124644468,0.599705826667452,2.0,1
0.701934075137689,0.284169510937214,1.0,1
0.611595677232838,0.635920661995593,2.0,1
0.819004827746265,0.126004190824219,nan,1
0.639252749585169,0.391069395501441,nan,1
0.286886001519764,0.69395178802976,3.0,1
0.594199082810477,0.586804519625041,2.0,1
0.61042863229841,0.550331966695233,2.0,1
